panelist-id,age,gender,children,marital,Household Size,Social Class,Working Status,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type
71654,35-44,M,2,married,5 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
84280,45-64,F,0,married,2 people,AB,No paid work,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
93170,25-34,F,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
10519,25-34,M,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
57600,45-64,M,0,single,2 people,D,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
76286,45-64,F,0,single,2 people,D,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
70171,16-24,M,1,married,3 people,D,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
75902,16-24,F,1,married,3 people,D,8-29 hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
86450,16-24,M,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
96602,16-24,F,0,married,2 people,C2,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
94263,16-24,F,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
30502,16-24,M,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
74917,25-34,F,2,married,4 people,D,No paid work,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
90106,35-44,M,2,married,4 people,D,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
91581,45-64,M,0,single,1 person,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
21609,45-64,F,0,married,2 people,AB,8-29 hours per week,5,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
97170,16-24,F,0,married,2 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
51326,25-34,M,0,married,2 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
23350,35-44,M,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
53316,25-34,F,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
36307,45-64,F,0,married,2 people,AB,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
55916,25-34,F,0,single,2 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
12020,16-24,M,0,single,2 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
35631,16-24,F,0,single,2 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
53368,16-24,F,0,single,2 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
10638,16-24,F,0,single,2 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
76320,16-24,M,0,single,2 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
95150,25-34,F,2,married,4 people,D,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
41331,25-34,M,2,married,4 people,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
15458,45-64,F,0,married,2 people,D,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
17368,45-64,M,1,married,4 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
65660,45-64,F,1,married,4 people,AB,f.t. education / under school,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
11602,25-34,F,1,married,4 people,D,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
45955,25-34,M,1,married,4 people,D,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
26345,45-64,F,0,married,2 people,AB,8-29 hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
66455,45-64,M,0,married,2 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
53338,45-64,F,0,single,1 person,D,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
16584,45-64,F,1,single,3 people,D,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
74093,16-24,F,1,single,3 people,D,f.t. education / under school,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93337,45-64,M,0,married,2 people,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
24963,45-64,F,0,married,2 people,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
67414,45-64,M,1,married,4 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
32399,45-64,F,1,married,4 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
81300,16-24,M,1,single,4 people,AB,f.t. education / under school,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
65410,45-64,M,0,married,4 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
67001,45-64,F,0,married,4 people,C1,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
80608,16-24,M,0,single,4 people,C1,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
95453,16-24,M,0,single,4 people,C1,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
46038,35-44,F,1,married,3 people,AB,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
45906,35-44,M,1,married,3 people,AB,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
62391,16-24,M,0,single,2 people,E,f.t. education / under school,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
92633,35-44,M,0,married,2 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
15540,35-44,F,0,married,2 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
73710,45-64,F,0,married,2 people,AB,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
72527,45-64,F,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
54444,45-64,F,0,single,1 person,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
70532,35-44,F,2,married,4 people,AB,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
62544,35-44,M,2,married,4 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
44879,45-64,F,0,single,4 people,C1,No paid work,2,No Digital TV,None,No Multichannel TV,No TV At All
34286,25-34,M,0,single,4 people,C1,30+ hours per week,2,No Digital TV,None,No Multichannel TV,No TV At All
36256,16-24,M,0,single,4 people,C1,f.t. education / under school,2,No Digital TV,None,No Multichannel TV,No TV At All
60579,16-24,F,0,single,4 people,C1,f.t. education / under school,2,No Digital TV,None,No Multichannel TV,No TV At All
31490,45-64,F,2,married,4 people,C1,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
41632,45-64,M,2,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
10768,45-64,M,0,single,2 people,C2,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
72128,25-34,M,0,single,2 people,C2,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
42147,45-64,F,0,single,1 person,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
15690,45-64,M,0,married,3 people,AB,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
37724,45-64,F,0,married,3 people,AB,8-29 hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
24614,25-34,F,0,single,3 people,AB,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
75684,25-34,M,2,married,5 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
44460,25-34,F,2,married,5 people,C2,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
86731,45-64,M,0,single,2 people,E,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
94648,45-64,F,0,married,4 people,D,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
24563,45-64,M,0,married,4 people,D,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
64201,16-24,F,0,single,4 people,D,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
27431,16-24,F,0,single,4 people,D,f.t. education / under school,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
94532,45-64,F,0,single,3 people,E,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
75920,45-64,F,0,single,1 person,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
13303,45-64,M,1,married,4 people,D,30+ hours per week,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
70871,45-64,F,1,married,4 people,D,less than 8 hours per week,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
23179,25-34,F,1,single,4 people,D,30+ hours per week,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
23898,45-64,F,0,single,1 person,C2,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
53783,45-64,M,0,married,3 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
27359,45-64,F,0,married,3 people,C2,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
43449,25-34,M,0,single,3 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
65710,45-64,F,0,single,3 people,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
14777,25-34,F,0,married,3 people,D,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
15495,25-34,M,0,single,3 people,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
14086,45-64,F,0,married,2 people,AB,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
51541,45-64,M,0,single,1 person,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
35569,45-64,M,0,single,3 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
72411,16-24,F,0,single,3 people,AB,f.t. education / under school,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
57498,16-24,F,0,single,3 people,AB,f.t. education / under school,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
27104,45-64,M,0,married,2 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
81254,45-64,F,0,married,2 people,C2,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
35954,45-64,F,0,married,2 people,AB,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
41275,45-64,M,0,single,1 person,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
13042,35-44,F,1,married,4 people,C2,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
46287,45-64,M,1,married,4 people,C2,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
33132,45-64,F,0,married,2 people,E,No paid work,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
11218,45-64,M,0,married,2 people,E,No paid work,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
86837,45-64,F,0,married,2 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
42746,35-44,F,1,married,3 people,C2,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
80065,45-64,M,1,married,3 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
31709,45-64,F,0,single,1 person,D,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
56902,45-64,F,0,single,1 person,C1,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
40435,45-64,M,0,married,2 people,C1,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
23923,35-44,M,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
95587,35-44,F,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
24245,45-64,F,1,married,5 people,C1,8-29 hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
